ID;TYPE;MODELE;VOIE;COMMUNE;DISPONIBILITE;DEBUT_INDISPO;FIN_INDISPO;MOTIF_INDISPO;LATITUDE;LONGITUDE
276;FONTAINE_BOIS;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.9092131431;2.41481698944
277;FONTAINE_BOIS;;CIMETIERE PARISIEN DE LA CHAPELLE;SAINT-DENIS;OUI;;;;48.9024577116;2.36159050026
278;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8141651315;2.36749752265
279;FONTAINE_BOIS;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8102307812;2.37037675649
280;FONTNE_WALLACE;Caryatides;AVENUE DE VERSAILLES;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8391472363;2.26103793757
281;FONTNE_WALLACE;Colonnettes;RUE MIRABEAU;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8474092548;2.27324812267
282;FONTNE_WALLACE;Caryatides;PLACE DE PASSY;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8577918118;2.2776823
283;FONTNE_WALLACE;Caryatides;BOULEVARD DE BELLEVILLE;PARIS 11EME ARRONDISSEMENT;OUI;;;;48.8672738323;2.38286183215
284;FONTNE_WALLACE;Caryatides;RUE BOURDALOUE;PARIS 9EME ARRONDISSEMENT;OUI;;;;48.8764422768;2.33870645113
285;FTNE_PETILLANTE;Fontaine pétillante;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.886022711;2.36582621631
286;FONTAINE_ALBIEN;Fontaine à l'albien;SQUARE LAMARTINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;48.8652350087;2.2753608239
287;FONTAINE_ARCEAU;Fontaine Arceau;RUE AUBER;PARIS 9EME ARRONDISSEMENT;OUI;;;;48.8731000329;2.3280029702
288;FONTAINE_ARCEAU;Fontaine Arceau;PLACE GAMBETTA;PARIS 20EME ARRONDISSEMENT;OUI;;;;48.8646537588;2.39812354959
289;FONTAINE_BOIS;GHM Bois;BOULEVARD DE L AMIRAL BRUIX;PARIS 16EME ARRONDISSEMENT;NON;2021-02-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8761466146;2.28046522428
290;FONTAINE_BOIS;GHM Bois;SQUARE PIERRE ROBIN;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8937006831;2.36329756493
291;FONTAINE_BOIS;Bayard D1;RUE BURQ;PARIS 18EME ARRONDISSEMENT;OUI;;;;48.8862125355;2.33695759617
292;FONTAINE_BOIS;GHM Bois;SQUARE BREGUET-SABIN;PARIS 11EME ARRONDISSEMENT;NON;2020-12-07T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.858465419;2.37162613845
293;FONTAINE_BOIS;GHM Bois;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;NON;2021-02-09T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8713152747;2.38332051794
294;FONTAINE_BOIS;GHM Bois;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8345920712;2.3824784691
295;FONTAINE_BOIS;GHM Bois;RUE JOSEPH KESSEL;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.833976509;2.38487557547
296;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;AVENUE DU GENERAL FERRIE;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T02:00:00+01:00;2021-04-30T04:00:00+02:00;FERMETURE HIVERNALE;48.8571750716;2.29746146702
297;FONTAINE_BOIS;GHM Bois;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;NON;2020-12-04T02:00:00+01:00;;FERMETURE HIVERNALE;48.8599239212;2.38446683612
